WTE 3A,1,Lesson 1,warm,温暖,Spring is ~ and foggy.
WTE 3A,1,Lesson 1,foggy,多雾的,Spring is warm and ~.
WTE 3A,1,Lesson 1,wet,潮湿的,It's raining and ~.
WTE 3A,1,Lesson 1,hot,热的,Summer is  ~ and rainy.
WTE 3A,1,Lesson 1,sunny,晴天,It's ~. Let's play.
WTE 3A,1,Lesson 1,rainy,下雨的,Summer is hot and ~.
WTE 3A,1,Lesson 1,windy,有风的,Winter is cold and ~.
WTE 3A,1,Lesson 1,dry,干燥的,Autumn is cool and ~.
WTE 3A,1,Lesson 1,spring,春天,~ is warm and foggy.
WTE 3A,1,Lesson 1,summer,夏天,~ is hot and wet.
WTE 3A,1,Lesson 1,autumn,秋天,~ is coll and windy.
WTE 3A,1,Lesson 1,winter,冬天,~ is cold.
WTE 3A,1,Lesson 1,rude,粗鲁,You are a bit ~.
WTE 3A,1,Lesson 1,story,故事,Let me tell you a ~.
WTE 3A,1,Lesson 1,chat,聊天,Mr Wind and Miss Sun are ~ing.
WTE 3A,1,Lesson 1,blow,吹,I can ~ their clothes off.
WTE 3A,1,Lesson 1,at last,最后,~ Mr Wind gives up.
WTE 3A,1,Lesson 1,give up,放弃,At last Mr Wind ~.
WTE 3A,1,Lesson 1,ice cream,冰淇淋,I like eating ~ in summer.
WTE 3A,1,Lesson 1,go hiking,远足,We ~ in autumn.
WTE 3A,1,Lesson 1,scarf,围巾,I wear a ~ in winter.
WTE 3A,1,Lesson 1,hotpot,火锅,We eat ~ in winter.
WTE 3A,1,Lesson 1,raincoat,雨衣,Put on your ~.
WTE 3A,2,Lesson 2,lucky money,红包,
WTE 3A,2,Lesson 2,moon cakes,月饼,
WTE 3A,2,Lesson 2,chocolate,巧克力,
WTE 3A,2,Lesson 2,fireworks,烟花,
WTE 3A,2,Lesson 2,present,礼物,
WTE 3A,2,Lesson 2,send cards,送贺卡,
WTE 3A,2,Lesson 2,Christmas,圣诞节,
WTE 3A,2,Lesson 2,Mid-Autumn,中秋,
WTE 3A,2,Lesson 2,Santa,圣诞老人,
WTE 3A,2,Lesson 2,reindeer,驯鹿,
WTE 3A,2,Lesson 2,dragon boat,龙舟,
WTE 3A,2,Lesson 2,heavy,重,
WTE 3A,2,Lesson 2,January,一月,
WTE 3A,2,Lesson 2,February,二月,
WTE 3A,2,Lesson 2,March,三月,
WTE 3A,2,Lesson 2,April,四月,
WTE 3A,2,Lesson 2,May,五月,
WTE 3A,2,Lesson 2,June,六月,
WTE 3A,2,Lesson 2,July,七月,
WTE 3A,2,Lesson 2,August,八月,
WTE 3A,2,Lesson 2,September,九月,
WTE 3A,2,Lesson 2,October,十月,
WTE 3A,2,Lesson 2,November,十一月,
WTE 3A,2,Lesson 2,December,十二月,
WTE 3A,3,Lesson 3,first,第一,
WTE 3A,3,Lesson 3,second,第二,
WTE 3A,3,Lesson 3,third,第三,
WTE 3A,3,Lesson 3,fourth,第四,
WTE 3A,3,Lesson 3,fifth,第五,
WTE 3A,3,Lesson 3,sixth,第六,
WTE 3A,3,Lesson 3,seventh,第七,
WTE 3A,3,Lesson 3,eighth,第八,
WTE 3A,3,Lesson 3,ninth,第九,
WTE 3A,3,Lesson 3,tenth,第十,
WTE 3A,3,Lesson 3,eleventh,第十一,
WTE 3A,3,Lesson 3,twelfth,第十二,
WTE 3A,3,Lesson 3,thirteenth,第十三,
WTE 3A,3,Lesson 3,fourteenth,第十四,
WTE 3A,3,Lesson 3,fifteenth,第十五,
WTE 3A,3,Lesson 3,sixteenth,第十六,
WTE 3A,3,Lesson 3,seventeenth,第十七,
WTE 3A,3,Lesson 3,eighteenth,第十八,
WTE 3A,3,Lesson 3,nineteenth,第十九,
WTE 3A,3,Lesson 3,twentieth,第二十,
WTE 3A,3,Lesson 3,thirtieth,第三十,
WTE 3A,3,Lesson 3,picnic,野餐,
WTE 3A,3,Lesson 3,sports,运动,
WTE 3A,3,Lesson 3,invitation,邀请,
WTE 3A,4,Lesson 4,camera,照相机,
WTE 3A,4,Lesson 4,watch,手表,
WTE 3A,4,Lesson 4,wallet,男式皮夹,
WTE 3A,4,Lesson 4,purse,女式零钱包,
WTE 3A,4,Lesson 4,photo frame,相框,
WTE 3A,4,Lesson 4,crayons,蜡笔,
WTE 3A,4,Lesson 4,shoes,鞋子,
WTE 3A,4,Lesson 4,dollar,美元,
WTE 3A,4,Lesson 4,congratulations,祝贺,
WTE 3A,4,Lesson 4,sell,卖,~ things
WTE 3A,4,Lesson 4,homeless,无家可归的人,
WTE 3A,4,Lesson 4,key rings,钥匙圈,
WTE 3A,4,Lesson 4,raise money,筹钱,
WTE 3A,4,Lesson 4,make money,赚钱,
